시도	시군구	읍면동	주택유형	단지명	소재지	입주시기	총세대수	매매시세(3.3㎡)	분양가(3.3㎡)	시공사	lon	lat
서울	강남구	청담동	아파트	루시아청담546더리버	서울 강남구 청담동 53-5	2025-12	26	0	18671	(주)대림	127.053517	37.524479
서울	광진구	광장동	아파트	포제스한강	서울 광진구 광장동 188-2	2025-09	128	0	13233	디엘이앤씨 주식회사	127.1096365	37.5473859
서울	강남구	대치동	아파트	아티드	서울 강남구 대치동 903-29	2024-11	86	0	12693	없음	127.0581306	37.5033433
서울	강남구	역삼동	아파트	상지카일룸블랙	서울 강남구 역삼동 653-3	2024-06	40	0	9395	주식회사 상지카일룸	127.0383406	37.508333
서울	강남구	논현동	아파트	루시아도산208	서울 강남구 논현동 60	2023-07	92	0	8889	DL건설	127.0293266	37.5197091
서울	용산구	서빙고동	아파트	아페르한강	서울 용산구 서빙고동 4-18	2024-02	26	0	8764	없음	126.9929094	37.522651
서울	강남구	삼성동	아파트	위레벤646	서울 강남구 삼성동 78-1	2021-06	108	0	8290	현대아산(주)	127.0578508	37.519629
서울	강남구	논현동	아파트	보타니끄논현	서울 강남구 논현동 218-27	2024-11	71	0	8197	두산건설(주)	127.0353792	37.5119225
서울	서초구	방배동	아파트	엘루크방배서리풀	서울 서초구 방배동 3284	2024-01	60	0	7688	더효종합건설(주)	126.995799	37.4825815
서울	서초구	서초동	아파트	더프레임서초	서울 서초구 서초동 1467-10	2023-08	86	0	7634	금성백조건설	127.0072502	37.4781712
서울	성동구	성수동1가	아파트	오티에르포레	서울 성동구 성수동1가 656-421	2027-07	287	0	7582	포스코이앤씨	127.0460744	37.5429559
서울	강남구	청담동	아파트	청담르엘	서울 강남구 청담동 134-18	2025-11	1261	0	7559	롯데건설(주)	127.0590881	37.5218689
서울	강남구	역삼동	아파트	원에디션강남	서울 강남구 역삼동 653-4	2024-02	275	0	7475	현대엔지니어링(주)	127.0382058	37.5079016
서울	강남구	역삼동	아파트	시티프라디움더강남2차	서울 강남구 역삼동 655-12	2022-11	48	0	7405	(주)시티건설,(주)시티종합건설	127.0382275	37.5074177
서울	강남구	논현동	아파트	펜트힐캐스케이드	서울 강남구 논현동 106	2023-02	130	0	7084	롯데건설	127.035771	37.5181384
서울	서초구	반포동	아파트	래미안원펜타스	서울 서초구 반포동 12	2024-08	641	0	6970	삼성물산(주)	126.9936331	37.5038467
서울	서초구	방배동	아파트	래미안원페를라	서울 서초구 방배동 818-14	2025-11	1097	0	6937	삼성물산(주)	126.9890163	37.4901287
서울	강남구	역삼동	아파트	역삼센트럴2차아이파크	서울 강남구 역삼동 712-5	2022-06	67	0	6703	HDC현대산업개발(주)	127.0464896	37.5000019
서울	강남구	대치동	아파트	디에이치대치에델루이	서울 강남구 대치동 964	2025-08	282	0	6697	현대건설(주)	127.0607097	37.5030136
서울	서초구	방배동	아파트	아크로리츠카운티	서울 서초구 방배동 1018-1	2027-10	707	0	6680	대림산업(주)	127.0015599	37.4788933
서울	서초구	방배동	아파트	디에이치방배	서울 서초구 방배동 946-5	2026-09	3064	0	6560	현대건설(주)	126.9888468	37.4841277
서울	강남구	도곡동	아파트	래미안레벤투스	서울 강남구 도곡동 540	2026-10	308	0	6552	삼성물산(주)	127.0452445	37.4933182
서울	강동구	성내동	아파트	에스아이팰리스올림픽공원	서울 강동구 성내동 459-3	2024-02	58	0	6467	없음	127.1227353	37.5268498
서울	서초구	잠원동	아파트	메이플자이	서울 서초구 잠원동 60-3	2025-06	3307	0	6189	GS건설(주)	127.012628	37.5116527
서울	송파구	신천동	아파트	잠실르엘	서울 송파구 신천동 17-6	2026-01	1865	0	6150	롯데건설(주)	127.1070473	37.5175633
부산	수영구	민락동	아파트	테넌바움294	부산 수영구 민락동 784	2023-11	294	4364	5896	(주)협성건설	129.1285673	35.1571981
서울	용산구	원효로1가	아파트	시온캐슬용산	서울 용산구 원효로1가 28-7	2021-04	90	0	5886	(주)서울건축피씨엠건설	126.9673735634993	37.539156481425245
서울	강서구	내발산동	아파트	삼익랩소디	서울 강서구 내발산동 766	2024-04	45	0	5883	없음	126.8373724	37.5573322
서울	강동구	천호동	아파트	천호역마에스트로	서울 강동구 천호동 334-2	2025-01	77	0	5765	주식회사 한미글로벌이엔씨	127.1248039	37.5431399
서울	서초구	반포동	아파트	래미안원베일리	서울 서초구 반포동 1	2023-08	2990	18220	5693	삼성물산(주)	126.9981769	37.5067995
서울	강남구	도곡동	아파트	도곡코오롱	서울 강남구 도곡동 902-1	2023-09	29	0	5689	코오롱LSI(주)	127.0397887	37.4882127
서울	송파구	가락동	아파트	더샵송파루미스타	서울 송파구 가락동 161-3	2025-10	179	0	5504	(주)포스코건설	127.131065342349	37.4995713645313
서울	영등포구	당산동4가	아파트	e편한세상당산리버파크	서울 영등포구 당산동4가 91	2028-03	550	0	5465	디엘이앤씨 주식회사	126.8961485	37.5299169
서울	송파구	신천동	아파트	잠실래미안아이파크	서울 송파구 신천동 20-4	2025-12	2678	0	5458	삼성물산(주),HDC현대산업개발	127.1113481	37.5183781
부산	수영구	남천동	아파트	써밋리미티드남천	부산 수영구 남천동 545-2	2029-07	835	0	5427	대우건설(주)	129.1110415	35.1373114
서울	강동구	천호동	아파트	VIORR	서울 강동구 천호동 356	2026-05	53	0	5308	(주)대성건설	127.1253711	37.5413345
서울	강동구	성내동	아파트	그란츠리버파크	서울 강동구 성내동 611	2025-03	407	0	5288	DL이앤씨(주)	127.1283796	37.5364525
서울	마포구	아현동	아파트	마포에피트어바닉	서울 마포구 아현동 617-69	2028-07	407	0	5287	HL디앤아이한라	126.9552638	37.5514674
서울	마포구	공덕동	아파트	마포자이힐스테이트라첼스	서울 마포구 공덕동 105-84	2027-03	1101	0	5199	지에스건설(주),현대건설(주)	126.9576194	37.550052
서울	송파구	오금동	아파트	송파더플래티넘	서울 송파구 오금동 67	2024-01	328	0	5177	쌍용건설(주)	127.1360162	37.5029716
서울	서초구	방배동	아파트	방배그랑자이	서울 서초구 방배동 3283	2021-07	758	9516	5150	지에스건설(주)	126.9993481	37.4766707
서울	서초구	잠원동	아파트	신반포르엘	서울 서초구 잠원동 165	2023-06	330	11517	5014	롯데건설(주)	127.013682	37.5170286
서울	서초구	서초동	아파트	지에스타워	서울 서초구 서초동 1675-10	2022-01	54	0	5005	(주)아이에스건설	127.0177455	37.4939959
서울	마포구	신수동	아파트	신수르끌레브	서울 마포구 신수동 400-1	2023-05	27	0	4983	(주)도시이엔씨종합건설	126.9359215	37.5448717
서울	중구	입정동	아파트	힐스테이트세운센트럴2단지	서울 중구 입정동 280	2023-03	608	0	4961	현대엔지니어링(주)	126.9944409	37.5680814
서울	영등포구	당산동6가	아파트	디마크당산	서울 영등포구 당산동6가 331-1	2025-09	192	0	4949	롯데건설(주)	126.901288	37.534515
서울	성동구	성수동1가	아파트	아크로서울포레스트	서울 성동구 성수동1가 685-700	2020-11	280	22374	4938	대림산업(주)	127.04383134395454	37.54459489200776
서울	영등포구	영등포동5가	아파트	리버센트푸르지오위브	서울 영등포구 영등포동5가 32-8	2029-01	659	0	4935	(주)대우건설,두산건설(주)	126.9081636	37.5215854
서울	서초구	서초동	아파트	래미안리더스원	서울 서초구 서초동 1755	2020-09	1317	10911	4918	삼성물산(주)	127.02826041342782	37.490685854224424
서울	영등포구	영등포동2가	아파트	여의도리미티오148	서울 영등포구 영등포동2가 139	2022-11	148	4819	4912	(주)반도건설	126.9121392	37.5193315
서울	송파구	가락동	아파트	에스아이팰리스송파포레	서울 송파구 가락동 166-12	2023-07	77	0	4909	(주)이엔건설,에스테크건설(주)	127.1329384	37.4970574
서울	서초구	잠원동	아파트	반포르엘	서울 서초구 잠원동 163	2022-08	596	13528	4880	롯데건설(주)	127.0028315	37.5075856
서울	송파구	송파동	아파트	잠실더샵루벤	서울 송파구 송파동 171	2025-03	527	0	4877	(주)포스코건설	127.117028504575	37.5001404027447
서울	강남구	일원동	아파트	디에이치포레센트	서울 강남구 일원동 742	2021-01	184	8806	4873	현대건설(주)	127.07891225388556	37.49034527487532
서울	서초구	반포동	아파트	디에이치반포라클라스	서울 서초구 반포동 1343	2021-06	848	12963	4869	현대건설(주)	127.0147145	37.5009181
부산	해운대구	재송동	아파트	르엘리버파크센텀	부산 해운대구 재송동 856-6	2030-06	2070	0	4867	롯데건설주식회사	129.1192276	35.1858135
서울	강남구	역삼동	아파트	강남센트럴아이파크	서울 강남구 역삼동 902	2022-04	499	10399	4836	현대산업개발㈜	127.0457906	37.5005201
서울	강남구	개포동	아파트	개포자이프레지던스	서울 강남구 개포동 1284	2023-02	3375	11560	4831	㈜GS건설	127.07162	37.485251
서울	강남구	개포동	아파트	디에이치퍼스티어아이파크	서울 강남구 개포동 660-1	2024-01	6702	0	4811	현대건설(주), 현대산업개발	127.058861	37.479956
서울	강남구	대치동	아파트	대치푸르지오써밋	서울 강남구 대치동 1032	2023-06	489	11228	4809	(주)대우건설	127.0609687	37.5020014
서울	강남구	삼성동	아파트	래미안라클래시	서울 강남구 삼성동 189	2021-09	679	11894	4778	삼성물산(주)	127.0499834	37.5175015
서울	동대문구	장안동	아파트	에스아이팰리스장안센텀	서울 동대문구 장안동 416-1	2020-11	139	0	4740	(주)성우에스아이	127.06323	37.562386
서울	마포구	노고산동	아파트	빌리브디에이블	서울 마포구 노고산동 107-46	2025-07	333	0	4726	신세계건설(주)	126.936949	37.552812
서울	서초구	서초동	아파트	서초그랑자이	서울 서초구 서초동 1757	2021-06	1446	11480	4682	지에스건설(주)	127.0259732	37.4891287
서울	은평구	대조동	아파트	힐스테이트메디알레	서울 은평구 대조동 88	2026-10	2451	0	4621	현대건설(주)	126.9242459	37.6113217
서울	강남구	대치동	아파트	대치르엘	서울 강남구 대치동 1030	2021-09	273	10783	4617	롯데건설(주)	127.0643176	37.5016102
서울	강동구	길동	아파트	디아테온	서울 강동구 길동 336-1	2026-07	64	0	4615	주식회사에이블피엔지	127.1423975	37.5429792
서울	강동구	길동	아파트	중앙하이츠강동	서울 강동구 길동 415-5	2024-01	96	0	4596	중앙건설(주),동우개발(주)	127.1371088	37.537382
서울	마포구	아현동	아파트	마포푸르지오어반피스	서울 마포구 아현동 613-1	2027-03	239	0	4596	(주)대우건설	126.955858	37.55292
서울	강남구	역삼동	아파트	시티프라디움더강남1차	서울 강남구 역삼동 900	2021-03	151	0	4563	(주)시티건설,(주)시티해양건설	127.03917252202469	37.507527051101974
서울	중구	묵정동	아파트	힐스테이트남산	서울 중구 묵정동 35	2024-01	282	0	4555	현대건설(주)	126.9994365	37.5616647
서울	용산구	한강로2가	아파트	용산호반써밋에이디션	서울 용산구 한강로2가 210-1	2025-03	187	0	4551	(주)호반건설	126.9659843	37.5263776
서울	마포구	아현동	아파트	마포푸르지오더센트럴	서울 마포구 아현동 275-2	2023-10	239	4808	4468	(주)대우건설	126.9562844	37.5543165
서울	서초구	반포동	아파트	아크로리버파크	서울 서초구 반포동 2-12	2016-08	1612	15130	4464	대림산업(주)	126.99302178518774	37.506287700681135
서울	서초구	양재동	아파트	강남월드메르디앙프레스티지	서울 서초구 양재동 11-11	2022-11	29	0	4454	(주)코렘시스	127.0361857	37.4843118
서울	서초구	잠원동	아파트	래미안신반포리오센트	서울 서초구 잠원동 161	2019-06	475	9512	4453	삼성물산㈜	127.0139524	37.5184069
서울	강서구	등촌동	아파트	힐스테이트등촌역	서울 강서구 등촌동 366-24	2026-10	543	0	4437	현대건설(주)	126.8596785	37.5491357
서울	동대문구	신설동	아파트	신설동역자이르네	서울 동대문구 신설동 96-48	2024-11	238	0	4421	자이에스앤디(주),지에스건설(주)	127.025894	37.573919
서울	서초구	잠원동	아파트	신반포자이	서울 서초구 잠원동 160	2018-07	607	12603	4413	㈜GS건설	127.0084003	37.510119
서울	서초구	반포동	아파트	반포센트럴푸르지오써밋	서울 서초구 반포동 1342	2018-09	764	11612	4406	(주)대우건설	127.0179286	37.501561
서울	동대문구	제기동	아파트	제기동역아이파크	서울 동대문구 제기동 892-68	2028-09	351	0	4402	에이치디씨현대산업개발(주)	127.0356346	37.5792625
서울	양천구	신정동	아파트	어반클라쎄목동	서울 양천구 신정동 1328	2023-09	45	0	4381	없음	126.8749488	37.5186759
서울	중구	황학동	아파트	청계노르웨이숲	서울 중구 황학동 1756	2028-07	404	0	4380	(주)유림E&C	127.0203585	37.5693739
서울	서초구	잠원동	아파트	신반포센트럴자이	서울 서초구 잠원동 162	2020-04	756	14242	4359	지에스건설(주)	127.0016399576325	37.50722944573548
서울	강남구	개포동	아파트	개포래미안포레스트	서울 강남구 개포동 1282	2020-09	2296	9663	4356	삼성물산(주)	127.0541432565383	37.47872044676057
서울	성북구	삼선동2가	아파트	창경궁롯데캐슬시그니처	서울 성북구 삼선동2가 296	2027-04	1223	0	4353	롯데건설(주)	127.010294	37.5841227
서울	금천구	시흥동	아파트	W컨템포287	서울 금천구 시흥동 113-16	2024-03	187	0	4328	(주)우남건설	126.8982657	37.4590203
서울	서초구	반포동	아파트	반포래미안아이파크	서울 서초구 반포동 1341	2018-08	829	11741	4318	현대산업개발(주),삼성물산(주)	127.0134099	37.5018721
서울	서초구	잠원동	아파트	아크로리버뷰신반포	서울 서초구 잠원동 159	2018-06	595	12947	4306	대림산업(주)	127.0074926	37.5148655
서울	광진구	자양동	아파트	롯데캐슬이스트폴	서울 광진구 자양동 870	2025-01	1345	0	4294	롯데건설주식회사	127.0882227	37.5361258
서울	강남구	개포동	아파트	디에이치아너힐즈	서울 강남구 개포동 1281	2019-08	1320	10342	4222	현대건설㈜	127.06734205671589	37.484276940195116
서울	마포구	신공덕동	아파트	신공덕아이파크	서울 마포구 신공덕동 27-8148	2025-07	140	0	4191	HDC아이앤콘스(주)	126.953482	37.5439
서울	성동구	행당동	아파트	라체르보푸르지오써밋	서울 성동구 행당동 128-1	2025-07	958	0	4178	대우건설(주)	127.0372856	37.5572509
서울	용산구	한강로3가	아파트	용산센트럴파크	서울 용산구 한강로3가 98	2020-08	1140	8299	4146	(주)효 성	126.967869	37.5256646
서울	동작구	상도동	아파트	상도푸르지오클라베뉴	서울 동작구 상도동 906	2024-04	771	4161	4136	(주)대우건설	126.9389953	37.4975664
서울	마포구	아현동	아파트	마포더클래시	서울 마포구 아현동 804	2022-11	1419	7537	4106	SK건설(주),현대산업개발(주)	126.9504657	37.5556758
대구	수성구	범어동	아파트	어나드범어	대구 수성구 범어동 1	2026-01	604	0	4097	포스코건설(주),㈜모아종합건설	128.6284361	35.8661489
서울	성동구	용답동	아파트	청계리버뷰자이	서울 성동구 용답동 108-1	2027-02	1670	0	4066	지에스건설(주)	127.0495998	37.5673633
서울	강남구	삼성동	아파트	삼성동센트럴아이파크	서울 강남구 삼성동 188	2018-03	416	11388	4062	현대산업개발(주)	127.0511026	37.5154651
서울	강동구	둔촌동	아파트	더샵둔촌포레	서울 강동구 둔촌동 30-4	2024-11	572	4659	4058	(주)포스코이앤씨	127.146533618282	37.5317250327865
서울	강서구	염창동	아파트	한울밸리움	서울 강서구 염창동 274-18	2020-10	58	0	4053	(주)한울건설산업	126.86542195103455	37.55117795788558
서울	중구	인현동2가	아파트	세운푸르지오헤리시티	서울 중구 인현동2가 240	2023-01	614	3387	4047	(주)대우건설	126.9966317	37.564532
부산	부산진구	부전동	아파트	디에이션파크부산	부산 부산진구 부전동 32-2	2024-07	161	0	4047	디엘건설(주)	129.0628344	35.1641183
서울	강남구	개포동	아파트	래미안블레스티지	서울 강남구 개포동 1280	2019-02	1957	10563	4030	삼성물산	127.06394202702265	37.4814613753067
서울	강남구	대치동	아파트	대치SKVIEW	서울 강남구 대치동 1029	2017-06	239	12078	4021	에스케이건설(주)	127.06036955425212	37.49585460059816
서울	강동구	둔촌동	아파트	올림픽파크서한포레스트	서울 강동구 둔촌동 489	2027-12	128	0	4008	(주)서한	127.137847531375	37.5305777050009
서울	강북구	수유동	아파트	칸타빌수유팰리스	서울 강북구 수유동 741	2022-06	216	0	4006	(주)대원	127.0255311	37.6421195
서울	강동구	천호동	아파트	더샵강동센트럴시티	서울 강동구 천호동 410-100	2025-12	994	0	3993	포스코건설(주)	127.1289396	37.539171
서울	광진구	구의동	아파트	강변역센트럴아이파크	서울 광진구 구의동 592-39	2026-11	215	0	3957	에이치디씨현대산업개발㈜	127.0904002	37.5347047
서울	노원구	월계동	아파트	서울원아이파크	서울 노원구 월계동 85-7	2028-07	1856	0	3947	HDC현대산업개발(주)	127.0660504	37.6207433
서울	동작구	상도동	아파트	상도역롯데캐슬파크엘	서울 동작구 상도동 904	2021-02	950	5431	3939	롯데건설(주)	126.9471759	37.5007554
서울	강동구	천호동	아파트	e편한세상강동프레스티지원	서울 강동구 천호동 423-76	2026-01	535	0	3920	DL이앤씨	127.1270604	37.5426191
서울	서초구	방배동	아파트	방배아트자이	서울 서초구 방배동 3278	2018-10	353	8534	3913	지에스건설(주)	127.0023409	37.4800864
서울	서초구	서초동	아파트	DK밸리뷰시티	서울 서초구 서초동 1584-6	2019-12	108	0	3912	(주)디케이건설	127.01192576210862	37.4851226555951
서울	강남구	청담동	아파트	청담린든그로브	서울 강남구 청담동 67-1	2017-08	114	0	3902	코오롱글로벌(주)	127.0536514	37.522756
서울	영등포구	신길동	아파트	신길AK푸르지오	서울 영등포구 신길동 255-9	2024-07	392	0	3897	(주)대우건설	126.9102261	37.506713
서울	도봉구	방학동	아파트	힐트리움아레나	서울 도봉구 방학동 725-9	2021-09	26	0	3877	없음	127.049910087046	37.6618226629412
서울	강동구	둔촌동	아파트	올림픽파크포레온	서울 강동구 둔촌동 170-1	2024-11	12032	0	3865	(주)대우건설,롯데건설(주),현대건설(주),HDC현대산업개발(주)	127.1403631	37.5237601
서울	서초구	서초동	아파트	래미안서초에스티지S	서울 서초구 서초동 1754	2018-01	593	10016	3863	삼성물산(주)	127.0271328	37.4929681
서울	중구	정동	아파트	삼정아트테라스	서울 중구 정동 37	2020-12	168	0	3846	삼정기업	126.9719215845504	37.56326836396293
서울	구로구	고척동	아파트	고척푸르지오힐스테이트	서울 구로구 고척동 148-1	2028-08	983	0	3825	(주)대우건설,현대엔지니어링	126.8581616	37.5035993
서울	강동구	길동	아파트	에스아이팰리스강동센텀2차	서울 강동구 길동 386-4	2023-12	108	0	3823	없음	127.1375233	37.5378941
서울	성동구	용답동	아파트	청계SKVIEW	서울 성동구 용답동 121	2025-07	396	0	3816	SK에코플랜트(주)	127.0488189	37.5690556
서울	강동구	길동	아파트	다성이즈빌_387-4	서울 강동구 길동 387-4	2018-12	75	0	3796	다성건설(주)	127.13843701670504	37.538163076635875
서울	강남구	일원동	아파트	래미안개포루체하임	서울 강남구 일원동 741	2018-11	850	8765	3789	삼성물산㈜	127.07996281606891	37.489373732971316
서울	성동구	성수동1가	아파트	트리마제	서울 성동구 성수동1가 718	2017-05	688	11083	3786	두산중공업(주)	127.044984	37.5389142
서울	동대문구	용두동	아파트	힐스테이트청량리메트로블	서울 동대문구 용두동 26-14	2025-07	384	0	3746	현대건설(주)	127.0386891	37.5771026
서울	은평구	신사동	아파트	은평자이더스타	서울 은평구 신사동 19-1002	2026-05	312	0	3745	지에스건설(주)	126.909712	37.598123
서울	강동구	길동	아파트	다성이즈빌_456-4	서울 강동구 길동 456-4	2018-11	133	0	3742	다성건설주식회사	127.1370484862114	37.53526347674833
서울	송파구	문정동	아파트	힐스테이트e편한세상문정	서울 송파구 문정동 656	2024-08	1265	0	3709	현대엔지니어링(주),DL e&c	127.13442	37.4891313
서울	강서구	내발산동	아파트	마곡에이치밸리움	서울 강서구 내발산동 764	2023-02	67	0	3708	(주)에이치디한울종합건설	126.8441635	37.5572933
서울	강동구	둔촌동	아파트	더샵파크솔레이유	서울 강동구 둔촌동 654	2023-06	195	0	3696	(주)포스코건설	127.144871025826	37.5298334508896
서울	중구	입정동	아파트	힐스테이트세운센트럴1단지	서울 중구 입정동 277	2023-02	414	0	3672	현대엔지니어링(주)	126.9931748	37.5680707
서울	광진구	화양동	아파트	e편한세상광진그랜드파크	서울 광진구 화양동 680	2021-12	730	5483	3667	대림산업(주)	127.0807015	37.5441582
서울	중랑구	상봉동	아파트	더샵퍼스트월드	서울 중랑구 상봉동 83-1	2029-08	1307	0	3653	포스코이앤씨	127.0918165	37.595743
부산	해운대구	중동	아파트	해운대경동리인뷰	부산 해운대구 중동 1156-2	2028-08	186	0	3637	없음	129.1666472	35.1624604
서울	서대문구	영천동	아파트	경희궁유보라	서울 서대문구 영천동 69-20	2026-07	315	0	3606	(주)반도건설	126.9601004	37.5709981
서울	동대문구	이문동	아파트	이문아이파크자이	서울 동대문구 이문동 149-8	2025-11	4321	0	3584	HDC현대산업개발(주),(주)GS건설	127.063583	37.5984744
서울	성북구	장위동	아파트	푸르지오라디우스파크	서울 성북구 장위동 25-55	2027-03	1637	0	3575	(주)대우건설	127.059716	37.6151589
부산	수영구	광안동	아파트	드파인광안	부산 수영구 광안동 1240-38	2026-06	1233	0	3569	SK에코플랜트(주)	129.1096899	35.156005
서울	서초구	서초동	아파트	비버리캐슬	서울 서초구 서초동 1486-17	2020-07	42	0	3563	(주)덕인컨스텍	127.007961055627	37.4829406564115
부산	남구	대연동	아파트	더비치푸르지오써밋	부산 남구 대연동 1946	2023-12	1384	4006	3561	(주)대우건설	129.108891	35.1364474
서울	동대문구	답십리동	아파트	e편한세상답십리아르테포레	서울 동대문구 답십리동 12-298	2025-03	326	0	3544	디엘건설㈜	127.0605271	37.566553
서울	서대문구	창천동	아파트	이노와이즈신촌	서울 서대문구 창천동 13-51	2024-09	38	0	3533	(주)주성종합건설	126.938201	37.557188
서울	강서구	공항동	아파트	더트루엘마곡HQ	서울 강서구 공항동 1398	2024-09	148	0	3516	일성건설(주)	126.8150835	37.5614338
대구	수성구	범어동	아파트	대구범어2차아이파크	대구 수성구 범어동 650	2025-11	490	0	3508	현대산업개발(주)	128.6280408	35.8508545
대구	수성구	만촌동	아파트	만촌자이르네	대구 수성구 만촌동 1489	2023-01	607	3599	3505	자이에스앤디(주)	128.6505167	35.8488132
서울	동작구	노량진동	아파트	동작구수방사	서울 동작구 노량진동 154-7	2028-12	556	0	3501	신동아건설(주)	126.948084682082	37.5147836922504
서울	영등포구	양평동1가	아파트	영등포자이디그니티	서울 영등포구 양평동1가 243-1	2026-03	707	0	3494	지에스건설(주)	126.887278	37.5248105
서울	관악구	봉천동	아파트	힐스테이트관악센트씨엘	서울 관악구 봉천동 485-39	2025-02	997	0	3493	현대건설(주)	126.9461091	37.4912664
서울	광진구	자양동	아파트	자양호반써밋	서울 광진구 자양동 861	2021-08	485	5638	3476	없음	127.068800532801	37.5374300374627
서울	영등포구	양평동1가	아파트	양평동문디이스트	서울 영등포구 양평동1가 30	2025-05	79	0	3475	동문건설주식회사	126.891124	37.522855
서울	성북구	보문동1가	아파트	보문센트럴아이파크	서울 성북구 보문동1가 196-11	2026-09	199	0	3452	HDC현대산업개발(주)	127.020532630628	37.5848729791481
부산	부산진구	전포동	아파트	서면써밋더뉴	부산 부산진구 전포동 668-1	2031-04	919	0	3447	(주)대우건설	129.0631463	35.1570741
서울	강서구	염창동	아파트	염창역동문디이스트	서울 강서구 염창동 283	2025-11	66	0	3444	동문건설 주식회사	126.876836	37.547785
서울	강북구	수유동	아파트	수유시그니티	서울 강북구 수유동 87-5	2023-07	44	0	3404	없음	127.0231021	37.6322893
서울	종로구	숭인동	아파트	에비뉴청계2	서울 종로구 숭인동 1420	2025-04	126	0	3403	(주)제이엘공영	127.022422	37.573202
서울	종로구	숭인동	아파트	에비뉴청계1	서울 종로구 숭인동 1419-2	2023-10	139	0	3396	(주)제이엘공영	127.0221485	37.573235
서울	서대문구	홍은동	아파트	서대문센트럴아이파크	서울 서대문구 홍은동 11-111	2025-06	827	0	3384	HDC현대산업개발(주)	126.947212	37.6006511
서울	은평구	갈현동	아파트	연신내양우내안애퍼스티지	서울 은평구 갈현동 467-1	2028-03	260	0	3369	양우건설 주식회사	126.916235171106	37.6132682380202
서울	동대문구	이문동	아파트	래미안라그란데	서울 동대문구 이문동 257-42	2025-01	3069	4610	3366	삼성물산(주)	127.0609258	37.6008983
서울	서초구	서초동	아파트	서초센트럴아이파크	서울 서초구 서초동 1582-3	2020-08	798	5560	3357	현대산업개발(주)	127.01162361203761	37.48708913620275
부산	동구	범일동	아파트	블랑써밋74	부산 동구 범일동 330-311	2028-11	1274	0	3353	(주)대우건설	129.0623021	35.1334198
서울	강동구	천호동	아파트	현진리버파크	서울 강동구 천호동 467-11	2017-12	72	0	3331	(주)양지산업	127.12084322829531	37.5422121111331
서울	도봉구	창동	아파트	창동다우아트리체	서울 도봉구 창동 662-7	2024-11	154	0	3323	(주)다우케이아이디	127.036699209798	37.6509519375835
서울	구로구	가리봉동	아파트	남구로역동일센타시아	서울 구로구 가리봉동 779	2024-07	162	0	3313	동일건설(주)	126.889558	37.48322
서울	서초구	서초동	아파트	서초자이르네	서울 서초구 서초동 1758	2022-08	67	0	3301	자이에스앤디(주)	127.0133726	37.4826656
서울	서대문구	남가좌동	아파트	DMC가재울아이파크	서울 서대문구 남가좌동 289-54	2025-11	360	0	3296	HDC현대산업개발(주)	126.9147294	37.5709679
서울	서초구	서초동	아파트	래미안서초에스티지	서울 서초구 서초동 1332-13	2016-12	421	8925	3250	삼성물산(주)	127.02512051054762	37.4929886373631
서울	서초구	서초동	아파트	서초푸르지오써밋	서울 서초구 서초동 1311-10	2017-06	907	10166	3238	(주)대우건설	127.0211154	37.5013068
서울	강서구	화곡동	아파트	한울에이치밸리움	서울 강서구 화곡동 1065-2	2019-09	84	0	3237	(주)한울건설산업	126.83859085691718	37.54164330372497
서울	구로구	개봉동	아파트	신영지웰에스테이트개봉역	서울 구로구 개봉동 171-2	2024-06	122	0	3232	신영건설 주식회사	126.8576197	37.4955944
서울	동작구	신대방동	아파트	동작보라매역프리센트	서울 동작구 신대방동 377-1	2026-10	188	0	3217	에이스디엔시 주식회사	126.920619	37.4980876
서울	강북구	미아동	아파트	한화포레나미아	서울 강북구 미아동 703-17	2025-11	497	0	3215	한화건설	127.0222526	37.6197276
부산	수영구	남천동	아파트	남천자이	부산 수영구 남천동 613	2023-01	913	3887	3208	GS건설(주)	129.1128363	35.1405113
서울	강동구	길동	아파트	에스아이팰리스강동센텀1차	서울 강동구 길동 388-2	2023-08	104	0	3186	주식회사 이엔건설,주식회사 성우에스아이	127.1386029	37.5375761
서울	서초구	방배동	아파트	방배마에스트로	서울 서초구 방배동 866-10	2019-01	163	0	3179	(주)한미글로벌건축사사무소	126.98388208943358	37.48597135842186
서울	강남구	역삼동	아파트	역삼자이	서울 강남구 역삼동 711-3	2016-06	408	8346	3166	지에스건설(주)	127.0444271	37.5007011
부산	해운대구	우동	아파트	해운대경동리인뷰2차	부산 해운대구 우동 1565	2024-06	632	0	3166	경동건설(주)	129.1607435	35.1629075
서울	강서구	등촌동	아파트	등촌지와인	서울 강서구 등촌동 727	2023-06	136	0	3144	한동건설(주)	126.8665132	37.5540054
서울	동대문구	청량리동	아파트	청량리롯데캐슬하이루체	서울 동대문구 청량리동 61-647	2026-04	761	0	3135	롯데건설	127.0460098	37.5875356
대구	수성구	범어동	아파트	범어아이파크	대구 수성구 범어동 2300	2024-10	448	3890	3133	HDC현대산업개발(주)	128.626538	35.8506514
서울	금천구	독산동	아파트	신독산솔리힐뉴포레	서울 금천구 독산동 1161	2022-06	63	0	3130	(주)금도건설	126.9056036	37.4755117
부산	해운대구	중동	아파트	해운대엘시티더샵	부산 해운대구 중동 1829	2019-11	1415	4880	3124	포스코건설(주)	129.1687081	35.1606583
서울	광진구	자양동	아파트	테라팰리스건대2차	서울 광진구 자양동 860	2018-12	78	0	3121	(주)주성종합건설	127.07787376217756	37.538342431856776
